% Generated by PAnDConv in Thu Oct 27 00:55:52 2011
% Author: Paulo Joia Filho
% instances: 255
% dimension: 25

@RELATION DY

@ATTRIBUTE	id	STRING
@ATTRIBUTE	wavelet3	REAL
@ATTRIBUTE	wavelet12	REAL
@ATTRIBUTE	gabor28	REAL
@ATTRIBUTE	colormoments14	REAL
@ATTRIBUTE	colormoments22	REAL
@ATTRIBUTE	colormoments23	REAL
@ATTRIBUTE	colormoments26	REAL
@ATTRIBUTE	colormoments42	REAL
@ATTRIBUTE	colormoments46	REAL
@ATTRIBUTE	colormoments49	REAL
@ATTRIBUTE	colormoments52	REAL
@ATTRIBUTE	colormoments55	REAL
@ATTRIBUTE	colormoments58	REAL
@ATTRIBUTE	colormoments63	REAL
@ATTRIBUTE	colormoments81	REAL
@ATTRIBUTE	colormoments85	REAL
@ATTRIBUTE	colormoments93	REAL
@ATTRIBUTE	colormoments94	REAL
@ATTRIBUTE	colormoments95	REAL
@ATTRIBUTE	colormoments104	REAL
@ATTRIBUTE	colormoments107	REAL
@ATTRIBUTE	colormoments109	REAL
@ATTRIBUTE	colormoments116	REAL
@ATTRIBUTE	colormoments132	REAL
@ATTRIBUTE	colormoments138	REAL
@ATTRIBUTE	class {1,2,3}

@DATA
100,0.31457,0.007287,0.46717,0.67417,0.9671,0.38485,0.021098,0.3806,0.74432,0.090438,0.70983,0.7046,0.11132,0.25751,0.36338,0.31688,0.19786,0.65534,1,0.009843,0.00262,0.65858,0.16624,0.25487,0,2
101,0.39585,0.064348,0.37826,0.051077,0,0,0.75106,0,0.47765,0.001947,0.77654,0.47295,0.003575,0.89213,0.40998,0.008335,0,0,0,0,0.066787,0.45872,0.6227,0,0,2
102,0.088663,0.99542,0.42459,0.40306,0.101,0.25505,0.58768,0.52863,0.9157,0.20854,0.53456,0.95691,0.050416,0.44351,0.61007,0.03332,0.049696,0.007807,0.009191,0.006593,0.006694,0.90495,0.71217,0.000662,0.17641,2
103,0.10911,0.88117,0.26034,0.3053,0.13678,0.33426,0.36895,0.087482,0.63121,0.030229,0.63621,0.65376,0.12343,0.58333,0.11571,0.080521,0.2467,0.10785,0.1456,0.30477,0.28416,0.76317,0.18251,0.082283,0.072768,2
104,0.016371,0.9951,0.35626,0.38158,0.10982,0.24916,0.56227,0.3517,0.91149,0.18602,0.57014,0.93639,0.041574,0.41467,0.63743,0.032247,0.024284,0.01117,0.006502,0.003071,0.008381,0.88633,0.6679,0.002652,0.21024,2
105,0.45271,1,0.2026,0,0,0,0.65663,0,0.47765,0,0.43521,0.47295,0,0.95482,0.463,0,0,0,0,0,0,0.45872,0.57994,0,0,2
106,0.39818,1,0.21039,0,0,0,0.80949,0,0.47765,0,0.33113,0.47295,0,1,0.46982,0,0,0,0,0,0,0.45872,0.78583,0,0,2
107,0.35653,0.74111,0.17148,0,0,0,0.54052,0,0.47765,0,0.78689,0.47295,0,0.37588,0.26495,0,0,0,0,0,0.6124,0.45872,0.43171,0,0,2
108,0.32063,0.99209,0.14308,0,0,0,0.27883,0,0.47765,0,0.62123,0.47295,0,0.28928,0.25893,0,0,0,0,0,0.066614,0.45872,0.6699,0,0,2
109,5e-06,1,0.24184,0.093263,0.040391,0.10827,0.75515,0.14295,0.57824,0.093855,0.41119,0.5288,0.00843,0.49985,1,0.01009,0,0,0,0,0,0.5294,0.91636,0,0,2
110,0.3325,0.99941,0.076287,0.20926,0.13026,0.26137,0.77403,0.28197,0.57623,0.18213,0.34484,0.57827,0.2038,0.73585,0.76411,0.073583,0.97913,0.025822,0.15217,0.004903,0.12312,0.56404,0.66557,0.008974,0,2
111,0.64726,0.99481,0.39484,0.087568,0.020637,0.15586,0.63538,0.34884,0.62982,0.093018,0.59953,0.49404,0.000232,0.015843,0.36898,0.007126,0.9726,0.004341,0.069333,0.05392,0.36436,0.52234,0.31552,0.009216,0,2
112,0.55397,0.64239,0.1968,0.19625,0.13744,0.31131,0.36904,0.16205,0.78262,0.092906,0.53122,0.74991,0.12726,0.36705,0.2168,0.058497,0.24534,0.051596,0.07675,0.057395,0.091341,0.70826,0.48755,0.06776,0.080816,2
113,0.57782,0.94952,0.35537,0.061609,0.076677,0.08826,0.17781,0.41592,0.79442,0.45524,0.4973,0.70989,0.40691,0.60621,0.15407,0.37563,0.12055,0.10652,0.22357,0.037036,0.092337,0.66294,0.78182,0.028383,0.48046,2
114,0,0.89182,0.38369,0.75825,0.78945,0.61176,0.32072,0.35491,0.81826,0.28421,0.57207,0.82184,0.90005,0.25457,0.40297,0.78536,0.0104,0.93479,0.16508,0.12855,0.073196,0.78243,0.33407,0.18177,0.015942,2
115,0.14239,1,0.28536,1,0.29561,0.98921,0.61971,0.88929,0.68189,0.90014,0.47474,0.63772,0.53596,0.58023,0.71658,0.18685,0.79738,0.037032,0.30642,0,0,0.64298,0.62531,0,0,2
116,0.16057,1,0.33736,0.041989,0.024633,0.045334,0.49248,0.18368,0.60183,0.083063,0.51465,0.57369,0.040834,0.29332,0.67129,0.050027,0.21174,0.017301,0.002448,0.007665,0.005978,0.70601,0.51086,0.00236,0.072121,2
117,0.007716,0.57169,0.22798,0.41388,0.17955,0.42723,0.37551,0.14133,0.8611,0.061383,0.79313,0.70621,0.30903,0.4744,0.3031,0.40615,0.048681,0.42776,0.03779,0.03513,0.016534,0.61179,0.44357,0.004464,0.006993,2
118,0.24802,0.99991,0.14386,0.8078,0.42782,0.84809,0.77474,0.8024,0.74389,0.52736,0.41564,0.73751,0.72321,0.81501,0.78567,0.16892,0.67148,0.089393,0.50224,0,0,0.76518,0.78697,0.001036,0,2
119,0.51001,0.79437,0.38079,0.003092,0.010172,0.007737,0.013792,0.069661,0.81534,0.04688,0.80829,0.87207,0.062989,0.41628,0.35398,0.097794,0.28039,0.16502,0.42561,0.29604,0.23681,0.8955,0.5737,0.024268,0.00952,2
120,0.48609,0.96607,0.11089,0.63856,0.33791,0.69883,0.47047,0.28272,0.6443,0.23772,0.14774,0.84076,0.49464,0.32079,0.22083,0.44238,0.014297,0.49752,0.15856,0.17148,0.14802,0.83408,0.39742,0.10858,0.34839,2
121,0,0.81535,0.18947,0.025236,0.022892,0.03625,0.27943,0.090189,0.95176,0.028375,0.43151,0.94604,0.026227,0.35549,0.21192,0.047585,0.234,0.016709,0.046778,0.012188,0.15701,0.83202,0.22961,0.002171,0.3161,2
122,0.43627,0.91563,0.26905,0.24635,0.29387,0.28655,0.34371,0.13626,0.7959,0.41552,0.42213,0.78784,0.40309,0.54928,0.67675,0.50096,0.037146,0.42614,0.35408,0.40535,0.6286,0.75927,0.55298,0.3103,0.070842,2
123,0,1,0.42707,0,0,0,0.49079,0,0.47765,0,0.68997,0.47295,0,0.38365,0.62995,0,0,0,0,0,0,0.45872,0.56274,0,0,2
124,0.53759,1,0.23698,0,0,0,0.53238,0,0.47765,0,0.49197,0.47295,0,0.38694,0.11035,0,0,0,0,0,0,0.45872,0.45302,0,0,2
125,0,0.4661,0.37188,0.52303,0.21662,0.51369,0.54828,0.28921,0.7563,0.23036,0.52418,0.69911,0.29429,0.57203,0.17462,0.45468,0.062738,0.35326,0.45353,0.39874,0.34485,0.73817,0.37213,0.26517,0.1769,2
126,0.2878,0.8937,0.33296,0.34158,0.18616,0.30139,0.26604,0.3144,0.87304,0.66668,0.339,0.89808,0.49646,0.28708,0.19092,0.32938,0.006144,0.16787,0.098306,0.032986,0.035956,0.86633,0.42219,0.016214,0.022832,2
127,0.27269,1,0.50118,0.4935,0.044041,0.47707,0.86034,0.48077,0.47765,0.089832,0.48638,0.47295,0.058299,0.57002,0.414,0.034414,0,0,0,0,0,0.45872,1,0,0,2
128,0.46555,0.23978,0.30712,0.012374,0.011399,0.007118,0.14109,0.46944,0.92616,0.075003,0.80907,0.96382,0.017233,0.33172,0.37653,0.051901,0.31113,0.037953,0.26656,0.33963,0.67401,0.83858,0.66361,0.47889,0.14832,2
129,0.1976,0.59322,0.2387,0.36156,0.31789,0.32317,0.24697,0.13159,0.82341,0.2383,0.39844,0.87183,0.33255,0.063558,0.1219,0.52622,0.052927,0.45466,0.28473,0.20429,0.23253,0.86849,0.22712,0.020453,0.018649,2
130,0.005169,0.33237,0.34269,0.63361,0.20779,0.62294,0.39385,0.68721,1,0.11557,0.63634,0.98695,0.09423,0.64349,0.44256,0.10244,0.068612,0.092415,0.098909,0.54258,0.38337,0.90817,0.48532,0.83331,0.26884,2
131,0.6044,0.88884,0.37286,0.54582,0.7811,0.33461,0.20872,0.13269,0.87887,0.7208,0.4607,0.8252,0.81382,0.43469,0.30067,0.8612,0.05795,0.77592,0.26068,0.26215,0.16674,0.76014,0.16088,0.23235,0.091116,2
132,0,0.88162,0.32468,0.056555,0.095969,0.042828,0.17774,0.41176,0.71714,0.31743,0.59668,0.75175,0.25599,0.34779,0.37786,0.14151,0.20852,0.098748,0.054223,0.051582,0.25617,0.82945,0.29631,0.027763,0.1175,2
133,0.049537,0.96458,0.3948,0,0,0,0.033013,0,0.47765,0.000556,0.51253,0.47295,0,0.30731,0.38317,0,0,0,0,0,0.086763,0.45872,0.55978,0,0,2
134,0,0.80012,0.27197,0.051096,0.069772,0.054439,0.30838,0.14491,0.61091,0.07227,0.79945,0.50984,0.093577,0.19493,0.21967,0.087986,0.037879,0.084084,0.009188,0.002528,0.022458,0.45578,0.36694,0.001268,0,2
135,0.069676,0.67988,0.40181,0.24688,0.19808,0.27953,0.42756,0.12842,0.82681,0.18795,0.51576,0.96557,0.30516,0.52873,0.10795,0.33635,0.01415,0.28128,0.069059,0.040627,0.020651,0.89413,0.279,0.013693,0.001801,2
136,0.51493,0.8556,0.082412,0.2761,0.13266,0.15157,0.4727,0.69157,0.86311,0.27814,0.65105,0.83154,0.14731,0.26177,0.39127,0.11923,0.024811,0.099015,0.053785,0.96226,0.57529,0.77982,0.50235,1,0.051137,2
137,1,0.45931,0.20366,0.22676,0.087983,0.12328,0.18886,0.11494,0.80407,0.090263,0.50261,0.84227,0.096132,0.32672,0.22861,0.17535,0.47856,0.10758,0.24142,0.088097,0.31541,0.74683,0.23156,0.37534,0.025398,2
138,0.30268,1,0.46139,0.004915,0.000799,0.00582,0.036372,0.20261,0.77627,0.17276,0.54752,0.785,0.12324,0.83068,0.43867,0.06321,0.16614,0.012696,0.042563,0.025393,0.34268,0.58417,0.48438,0,0,2
139,0.88043,0.76936,0.20592,0.01266,0.003929,0.008614,0.40651,0.022578,0.54796,0.001916,0.80077,0.47427,0.000586,0.50716,0.2807,0.013907,0.97285,0.002399,0.012334,0.007091,0.70258,0.82881,0.46561,0.014355,0.37301,2
140,0.48555,0.82838,0.13397,0.16289,0.12576,0.26631,0.62378,0.080719,0.57623,0.14859,0.36667,0.64212,0.1959,0.89716,0.12662,0.23498,0.065853,0.31905,0.19407,0.028704,0.050052,0.57894,0.46975,0.14867,0.008497,2
141,0,0.6241,0.46501,0.8629,0.6168,0.96069,0.38858,0.43439,0.91374,0.28602,0.50485,0.76953,0.69316,0.44028,0.073281,0.71812,0.5138,0.69713,0.72086,0.1275,0.077456,0.66454,0.040685,0.24231,0.010125,2
142,0,0.99844,0.34356,0.43244,0.33033,0.51228,0.28307,0.27065,0.82489,0.18008,0.42208,0.81735,0.28569,0.37657,0.40595,0.26949,0.032043,0.28716,0.18965,0.21737,0.15855,0.77202,0.28543,0.11345,0.018629,2
143,0.35638,0.21125,0.16892,0.47889,0.2537,0.41176,0.48573,0.099348,0.85632,0.27421,0.46637,0.77587,0.56282,0.4228,0.26142,0.57133,0.22654,0.46535,0.54633,0.5369,0.61263,0.84743,0.3666,0.23618,0.25993,2
144,0.4614,0.9941,0.089833,0.31192,0.14427,0.32652,0.56486,0.1914,0.50444,0.08884,0.37251,0.51003,0.085405,0.54602,0.55788,0.057784,0.77463,0.019895,0.084971,0,0,0.72495,0.59017,0.073889,0,2
145,0,0.99808,0.50919,0,0,0,0,0.075049,0.77909,0.086348,0.74873,0.83343,0.06244,0.43818,0.37703,0.070059,0.1696,0.013281,0.018949,0.003371,0.022331,0.5406,0.082484,0.00269,0.10401,2
146,0,0.99394,0.49413,0,0,0,0.00152,0.15506,0.90863,0.054241,0.81869,0.91369,0.027816,0.46636,0.45691,0.053343,0.083971,0.022585,0.044338,0.009817,0.10067,0.52881,0.079398,0.015296,0.34676,2
147,0,1,0.41825,0,0,0,0.38483,0,0.47765,0,0.67889,0.47295,0,0.30075,0.49336,0,0,0,0,0,0,0.45872,0.43994,0,0,2
148,0.61306,0.8073,0.27398,0.063317,0.19468,0.27721,0.30767,0.032308,0.75989,0.13278,0.47597,0.74986,0.086391,0.5364,0.19434,0.2527,0.091667,0.35852,0.2337,0.091415,0.14459,0.71197,0.30771,0.05243,0.016213,2
149,0,1,0.17214,0.18869,0.12032,0.21823,0.52696,0.10721,0.79595,0.14232,0.62001,0.6241,0.060084,0.44918,0.61257,0.10869,0.75357,0.001563,0.02098,0,0,0.65945,0.69876,0,0,2
150,0.35306,0.99822,0.52196,0.15311,0.016322,0.13702,0.63895,0.24037,0.52035,0.02865,0.63225,0.486,0.003199,0.45234,0.35534,0.001155,0,0,0,0,0.02022,0.47266,0.65787,0,0,2
151,0.085158,0.99758,0.27646,0.068753,0.036653,0.065137,0.67973,0.17944,0.61244,0.10865,0.45037,0.62311,0.038839,0.41374,0.80498,0.033923,0.081758,0.0163,0.003251,0.000799,0.00803,0.72156,0.57241,0.001925,0.19935,2
152,0.011347,0.95675,0.11369,0.17799,0.036926,0.23512,0.47206,0.63112,0.87266,0.24295,0.47145,0.88233,0.18561,0.39705,0.81387,0.16747,0.12654,0.042666,0.12234,0.050878,0.28909,0.81968,0.81276,0.001953,0,2
153,0.56407,1,0.12974,0.16952,0.14125,0.1424,0.44414,0.11575,0.89382,0.093825,0.59184,0.9572,0.13368,0.25823,0.1609,0.072462,0.29013,0.081661,0.11127,0.13972,0.29851,0.92881,0.62817,0.084118,0.23689,2
154,0.13784,0.87524,0.22139,0.050025,0.021164,0.047244,0.51386,0.070856,0.84434,0.061915,0.21059,0.81527,0.046785,0.72169,0.61728,0.037478,0.29929,0.2034,0.37741,0.092392,0.15269,0.79904,0.50443,0.42145,0.19994,2
155,0.65656,1,0.36088,0.3899,0.027216,0.37828,0.80729,0.36354,0.47765,0.04144,0.4488,0.47295,0.009625,0.58655,0.30433,0.00484,0,0,0,0,0,0.45872,0.5803,0,0,2
156,0.14425,1,0.45778,0.55556,0.12544,0.77061,1,0.97817,0.47765,0.16464,0.41696,0.47295,0.050049,0.68356,0.65376,0.004033,0,0,0,0,0,0.45872,0.96061,0,0,2
157,0.47192,0.92755,0.43615,0.27009,0.22407,0.37526,0.59511,0.20328,0.5929,0.3177,0.33905,0.67291,0.33665,0.4551,0.2284,0.24124,0.057549,0.20251,0.17824,0.14635,0.26027,0.81794,0.48725,0.4179,0.048764,2
158,0.96881,0.90082,0.41551,0.26052,0.42995,0.31107,0.291,0.054017,0.51576,0.19282,0.12768,0.53888,0.3632,0.51332,0.18644,0.42377,0.23748,0.4808,0.22315,0.002643,0.00253,0.68211,0.23497,0,0,2
159,0.39448,1,0.13947,0.26316,0.13675,0.29549,0.60675,0.36404,0.75535,0.27397,0.11945,0.6661,0.13824,0.57131,0.58077,0.063746,0.062365,1.5e-05,0.00066,0,0,0.70454,0.67646,0,0,2
160,0.30878,1,0.2543,0.095561,0.022785,0.13418,0.63985,0.3472,0.53267,0.19236,0.17591,0.52696,0.1229,0.98097,0.8631,0.069429,0.66856,0.003492,0.062567,0,0,0.58115,0.84913,0,0,2
161,0.31085,0.16961,0.29335,0.060115,0.064062,0.11305,0.31618,0.18142,0.72058,0.098766,0.36217,0.69249,0.14024,0.6179,0.43308,0.11802,0.45193,0.17757,0.16624,0.12401,0.21118,0.60922,0.30297,0.16903,0.20234,2
162,0.80205,1,0.20378,0.60272,0.1733,0.51811,0.35168,0.44384,0.891,0.31479,0.3753,0.72891,0.31901,0.81939,0.65577,0.28465,0.72155,0.13095,0.41476,0.40806,0.4855,0.73894,0.48669,0.26044,0.45389,2
163,0,1,0.39098,0.13821,0.32896,0.18373,0.29539,0.28864,0.67353,0.34324,0.52013,0.71221,0.3469,0.32891,0.37752,0.46521,0.27323,0.47003,0.22345,0.11122,0.19672,0.90482,0.19895,0.033458,0.027975,2
164,0,0.82246,0.30089,0.046107,0.070764,0.062402,0.33283,0.13195,0.59371,0.075354,0.7844,0.50123,0.093289,0.1934,0.11004,0.092325,0.014555,0.083236,0.008354,0.002151,0.018935,0.4506,0.25028,0.001543,0,2
165,0.50349,0.57506,0.19778,0.15547,0.10223,0.19013,0.44815,0.050746,0.54547,0.17952,0.3325,0.62434,0.038316,0.34993,0.34739,0.17709,0.424,0.1074,0.2569,0.34255,0.52792,0.56702,0.2562,0.47362,0.30066,2
166,0.51162,0.75311,0.27507,0.098832,0.12909,0.35827,0.55457,0.20528,0.7232,0.065142,0.55473,0.71581,0.081094,0.51434,0.173,0.13625,0.29851,0.12983,0.19042,0.31513,0.54859,0.71491,0.41869,0.30508,0.35349,2
167,0.21622,0.70108,0.087498,0.08761,0.028647,0.11637,0.54943,0.444,0.55727,0.13169,0.36307,0.53968,0.09461,0.60924,0.4278,0.08658,0.42213,0.046048,0.13647,0.008843,0.12459,0.7005,0.38479,0.11564,0.044419,2
168,0.43482,0.99686,0.39402,0.14255,0.032688,0.13719,0.63655,0.20145,0.72354,0.04994,0.62285,0.59393,0.032882,0.48072,0.19341,0.050232,0.13581,0.018911,0.016905,0.010408,0.024419,0.63885,0.41612,0.005023,0.096049,2
169,0.35287,0.87096,0.49107,0.77696,0.66542,0.69576,0.23981,0.3515,0.77575,0.20424,0.34815,0.8339,0.57385,0.58537,0.11503,0.9006,0.020438,1,0.10694,0.13494,0.076863,0.87739,0.20449,0.065871,0.002246,2
170,0.34684,1,0.10796,0.63322,0.57804,0.78744,0.54819,0.72887,0.85188,0.72712,0.39154,0.85613,0.73965,0.26263,0.68052,0.6504,0.26518,0.6437,0.51213,0.81844,0.48656,0.51826,0.27044,0.31294,0.86033,3
171,0.78856,0.18328,0.16836,0.39277,0.59134,0.47471,0.15387,0.19627,0.92276,0.7974,0.60819,0.90891,0.73698,0.21325,0.2337,0.80539,0.17473,0.75367,0.35079,0.54298,0.55145,0.75445,0.48641,0.28938,0.43032,3
172,0.21063,0.4539,0.18774,0.49979,0.77892,0.4653,0.10863,0.24742,0.9316,0.91906,0.45194,0.92542,0.89375,0.1866,0.52216,0.76741,0.37461,0.64357,0.50747,0.66538,0.62992,0.57165,0.5043,0.62532,0.34445,3
173,0.36977,8.9e-05,0.095048,0.44023,0.47554,0.51788,0.491,0.32681,0.90476,0.48021,0.58678,0.87798,0.44632,0.36725,0.59196,0.4639,0.52516,0.36158,0.75434,0.95494,0.58925,0.45872,0.000463,0.25115,0.095116,3
174,0.68604,0.52523,0.26099,0.8174,0.45686,0.90708,0.13718,0.67247,0.89597,0.95498,0.30801,0.90787,0.9391,0.20589,0.21456,0.8821,0.042808,0.82627,0.43395,0.63106,0.59996,0.96995,0.2704,0.43332,0.096922,3
175,0.50184,0.23157,0.19125,0.58735,0.45927,0.67828,0.36874,0.57025,0.87553,0.83685,0.43855,0.85244,0.83856,0.21419,0.12881,0.46214,0.18761,0.50502,0.69822,0.59544,0.41096,0.6595,0.22867,0.60227,0.1273,3
176,0.83983,0.76401,0.1279,0.51205,0.57187,0.51135,0.36152,0.39175,0.91531,0.67706,0.568,0.91955,0.73108,0.33021,0.17132,0.50045,0.32537,0.56435,0.67528,0.44181,0.5009,0.71757,0.42474,0.30081,0.42753,3
177,0.9129,0.84077,0.24162,0.52668,0.52402,0.72164,0.32106,0.28122,0.81826,0.50863,0.2367,0.94173,0.7959,0.22021,0.21378,0.4359,0.12768,0.69409,0.70628,0.5016,0.65389,0.82578,0.47106,0.39822,0.81366,3
178,0.78632,0.2808,0.31214,0.33272,0.13963,0.2064,0.56306,0.34509,0.89926,0.57196,0.66039,0.88191,0.57528,0.20308,0.28405,0.42853,0.27524,0.37998,0.59911,0.16735,0.61322,0.83523,0.49107,0.22334,0.4589,3
179,0.32306,0.38364,0.16984,0.79943,0.3568,0.80298,0.62681,0.86525,0.87352,0.564,0.58966,0.8715,0.57903,0.33251,0.72912,0.56461,0.16462,0.53766,0.51287,0.86947,0.71697,0.56697,0.31964,0.91653,0.69068,3
180,0.17977,1,0.081004,0.5784,0.69848,0.58407,0.46145,0.53204,0.9198,0.94117,0.52952,0.89222,0.87688,0.1348,0.67652,0.89327,0.12608,0.79504,0.42517,0.56116,0.54634,0.95161,0.33872,0.26905,0.21151,3
181,0.87338,0.85195,0.19253,0.55167,0.92222,0.19447,0.11301,0.32431,0.93752,0.97834,0.58014,0.88091,0.69304,0.39636,0.095806,0.84768,0.06504,0.65281,0.51855,0.38717,0.27637,0.96257,0.27475,0.19497,0.056627,3
182,0.46528,0.6893,0.18642,0.88368,0.38091,0.88682,0.32513,0.34241,0.89649,0.92837,0.32378,0.90465,0.93796,0.054243,0.35249,0.84292,0.1364,0.84778,0.33668,0.55242,0.40776,0.87569,0.29094,0.73478,0.32531,3
183,0.54077,0.68765,0.18836,0.42091,0.38884,0.40884,0.22192,0.1915,0.90438,0.64418,0.60609,0.88952,0.61216,0.24513,0.20556,0.59243,0.12526,0.52619,0.174,0.49129,0.31009,0.90963,0.39163,0.19187,0.076389,3
184,0.463,0.6754,0.17695,0.30634,0.36944,0.28026,0.13769,0.10362,0.83999,0.49102,0.52082,0.84714,0.45618,0.20037,0.28117,0.39948,0.21485,0.38706,0.2746,0.27717,0.33445,0.5705,0.17809,0.15126,0.61327,3
185,0.57648,0.5428,0.027724,0.7192,0.57801,0.81961,0.45824,0.30359,0.97502,0.67646,0.43197,0.96316,0.74856,0.30855,0.47883,0.70017,0.005478,0.675,0.3652,0.84254,0.54897,0.6005,0.31539,0.39403,0.99026,3
186,1,0.68507,0.08973,0.4572,0.94132,0.34879,0.14922,0.28079,0.81033,0.85775,0.37967,0.75804,0.87048,0.42487,0.13646,0.78671,0.27541,0.72415,0.52369,0.51798,0.3013,0.75156,0.44067,0.43204,0.67713,3
187,0.75613,0.16752,0.14294,0.47087,0.64781,0.58948,0.53724,0.27265,0.92081,0.51136,0.40345,0.92754,0.37415,0.62593,0.20252,0.57724,0.16712,0.54084,0.70167,0.4636,0.66532,0.6095,0.31365,0.29421,0.83695,3
188,0.25607,0.32608,0.030031,0.6171,0.41578,0.80995,0.68744,0.47546,0.89587,0.30305,0.3844,0.89084,0.33214,0.53136,0.77976,0.40307,0.11219,0.29786,0.33413,0.40119,0.73903,0.87156,0.80121,0.73827,0.48543,3
189,0.15054,0.19949,0.2391,0.55366,0.73572,0.50658,0.32083,0.52379,0.89974,0.83823,0.44708,0.89628,0.85542,0.16065,0.18238,0.35703,0.253,0.39388,0.52777,0.32815,0.10746,0.91757,0.25039,0.33949,0.15303,3
190,0.41636,0.36228,0.10451,0.72066,0.49005,0.63979,0.42786,0.64176,0.93705,0.8793,0.49265,0.95072,0.79042,0.21496,0.33119,0.85357,0.17599,0.75524,0.5169,0.50108,0.32005,0.98106,0.30036,0.58988,0.2576,3
191,0.52742,0.33708,0.0532,0.64055,0.35808,0.62336,0.37643,0.33485,0.98362,0.95915,0.48198,0.97361,1,0.10323,0.19369,0.88731,0.056033,0.88184,0.34836,0.66869,0.47639,0.61734,0.30851,0.56169,0.34989,3
192,0.72892,0.013176,0.13469,0.47878,0.38424,0.52895,0.53115,0.44609,0.75482,0.4239,0.3438,0.72238,0.46302,0.42695,0.45302,0.20214,0.35613,0.26882,0.45107,0.28551,0.61389,0.58628,0.15427,0.09973,0.060944,3
193,0.86497,0.73958,0.29982,0.42065,0.87255,0.37041,0.31455,0.28792,0.91947,0.84962,0.32885,0.86597,0.5206,0.86071,0.15883,0.87318,0.1841,0.58301,0.72014,0.39684,0.17103,0.97674,0.25541,0.1783,0.068674,3
194,0.63146,0.001085,0.36769,0.6427,0.42547,0.72155,0.35571,0.19398,0.92735,0.64775,0.3775,0.94845,0.50443,0.40229,0.14774,0.67604,0.2984,0.35775,0.63142,0.69348,0.28576,0.90867,0.37563,0.56776,0.41891,3
195,0.26378,0.49763,0.11751,0.41841,0.44754,0.43474,0.41909,0.65032,0.82418,0.43764,0.32039,0.83026,0.46302,0.53462,0.55966,0.48251,0.19691,0.43649,0.39009,0.60646,0.50054,0.92656,0.28539,0.68171,0.74433,3
196,0.38548,0.006878,0.12603,0.59447,0.80323,0.49111,0.31346,0.24966,0.93179,0.84635,0.41848,0.87524,0.97427,0.32765,0.36581,0.4877,0.23883,0.62851,0.66849,0.73319,0.41483,0.94349,0.14923,0.34458,0.43896,3
197,0.74774,0,0.18504,0.52867,0.24517,0.46916,0.1984,0.2138,0.83106,0.76416,0.29902,0.83144,0.72811,0.48375,0.17964,0.63848,0.16092,0.65656,0.49269,0.38541,0.46837,0.77,0.40855,0.16701,0.1961,3
198,0.016982,0.23981,0.13692,0.66348,0.20929,0.42807,0.39449,0.52145,0.9839,0.89513,0.67322,0.96188,0.59575,0.2548,0.43104,0.79626,0.18241,0.36955,0.67057,0.21369,0.46984,0.97225,0.36943,0.3131,0.10101,3
199,0.83621,0.68983,0.12741,0.54913,0.35162,0.52462,0.3513,0.16779,0.96633,0.92652,0.46414,0.9703,0.89187,0.20643,0.09204,0.77925,0.10142,0.78202,0.46674,0.60368,0.37839,1,0.16877,0.12451,0.10164,3
200,1,0.7895,0.009342,0.41862,0.79936,0.41782,0.27017,0.23145,0.90103,0.63901,0.3718,0.86426,0.67156,0.46623,0.20511,0.64418,0.037938,0.61569,0.62263,0.54686,0.45645,0.96812,0.46128,0.25248,0.31597,3
201,0.56667,1,0.046987,0.7226,0.56605,0.74911,0.26096,0.3525,0.89525,0.84447,0.38102,0.87571,0.85568,0.29081,0.10716,0.72669,0.358,0.70366,0.70468,0.81105,0.38688,0.68298,0.22824,0.39675,0.58187,3
202,1,0.66226,0.1629,0.52303,0.438,0.5143,0.28494,0.21544,0.90027,0.41632,0.28201,0.85845,0.40179,0.37637,0.087624,0.57684,0.33927,0.45624,0.64342,0.50446,0.3793,0.82087,0.35241,0.39927,0.56978,3
203,0.74826,0.33475,0.23336,0.6393,0.2797,0.68429,0.3621,0.54033,0.91011,0.67691,0.43365,0.93757,0.64525,0.26834,0.095545,0.35072,0.50059,0.24068,0.59406,0.24055,0.52299,0.6444,0.37454,0.22134,0.84896,3
204,0.32279,0.3281,0.33526,0.069583,0.18362,0.028524,0.030643,0.030243,0.7543,0.56043,0.48536,0.62836,0.29377,0.1731,0.062846,0.75497,0.46426,0.42702,0.72431,0.023267,0.034753,0.7794,0.1981,0.77716,0.82285,3
205,0.54093,0.42573,0.062281,0.31414,0.54542,0.37973,0.21785,0.097597,0.87705,0.7548,0.59136,0.89817,0.80551,0.17763,0.15794,0.79775,0.046128,0.7009,0.41041,0.52635,0.50003,0.9356,0.15814,0.50998,0.11255,3
206,0.32589,0.10944,0.096191,0.11276,0.3885,0.075735,0.089794,0.21175,0.91584,0.49492,0.616,0.89917,0.4638,0.28376,0.62878,0.49063,0.47155,0.38347,0.44505,0.2287,0.36508,0.88294,0.33488,0.34584,0.16011,3
207,0.37784,0.52257,0.12016,0.76919,0.33986,0.57333,0.29653,0.24537,0.90896,0.85554,0.28427,0.9222,0.84026,0.35786,0.36689,0.7901,0.086304,0.79578,0.53855,0.58282,0.36451,0.99674,0.33641,0.46154,0.022489,3
208,0,0.12844,0.27514,0.61301,0.73904,0.61176,0.70219,0.31484,0.90227,0.91899,0.50564,0.89463,0.86724,0.18683,0.74799,0.90911,0.46842,0.69271,0.6915,0.8656,0.67734,0.5867,0.58197,0.44034,0.90974,3
